id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
325352	000000000000000015dbb576869d02d87f71fa95622109ef1d926f7bf1f439f4	2014-10-15 00:16:15	2014-10-14 22:07:42	749159	749159	2996636	2	2	000000000000000000000000000010	9d68e1606e8567d0bb75a7ca3a5365c0c5d54d453d90d850a9e33fdb34603ed6	3086383880	404711795	35002482026.133	000000000000000000000000000000000000000000022111467894e2deae2bd0	03e8f604062f503253482f04d1bc3d5408848e68f6130000002e522cfabe6d6d19b4b7d46dffde03d61ebfac0da609549d022d092411bfb41a5f7ad6d9db16e50400000000000000	1828	0	3686	3903	1108320238393	4455891	1110820238393	4465942	35245258	141.7	47061.5	0.1892	11765.4	0.0473	16029.196972952	2500000000	10051	2535245258	10192.7002	GHash.IO
325353	00000000000000001be4cc0455cb0b2ebf51264e29e613a97e04f61f17482bec	2014-10-15 00:18:07	2014-10-14 22:48:21	349207	349207	1396828	2	2	000000000000000000000000000010	1e4ff79caab53e726de40400997625364860904dd6ed7edeb67b8064cf559be3	2660464554	404711795	35002482026.133	0000000000000000000000000000000000000000000221196cd038a4a48b7900	03e9f604094269744d696e746572062f503253482f2cfabe6d6d1a317253a7973d70138844d060f5991d2c8484a024f34e41aef1b403fcc109aa01000000000000000975733154d4000000d701da939cf33600000000	413	0	1926	948	215184556780	865128	217684556780	875179	6781930	27.2661	19435.1	0.0781	4858.77	0.0195	7360.6893709232	2500000000	10051	2506781930	10078.2666	BitMinter
325354	0000000000000000100a9ec216e933cd6b420d65888164ce9b974bd829f6c35e	2014-10-15 00:27:08	2014-10-14 23:01:59	748997	748997	2995988	2	2	000000000000000000000000000010	b4ae7364868cfbae1e496898b119386360f2c0bf17a683cb29e7bbc04595dafb	1888451146	404711795	35002482026.133	0000000000000000000000000000000000000000000221219327dc666a68c630	03eaf604062f503253482f044ebf3d54081010a4533a1f02000d2f7374726174756d506f6f6c2f	776	0	3721	3884	562988816128	2263440.25	565488816128	2273491.25	17100765	68.7519	22837.9	0.0918	5709.47	0.023	1423.5804264318	2500000000	10051	2517100765	10119.752	Unknown
325355	00000000000000001290048610ee90c5e82bd257955b8940d1953b45fd8f8273	2014-10-15 00:48:34	2014-10-14 23:18:31	749015	749015	2996060	2	2	000000000000000000000000000010	90e7dc30b0108a53def25e2fb9f3abb59d84b84348530bf707b8a8bf582383e4	62534567	404711795	35002482026.133	000000000000000000000000000000000000000000022129b97f802830461360	03ebf6040c932b8a47d8039fe29922f260	1068	0	3693	3768	903090684708	3630785.75	905590684708	3640836.75	20575705	82.7226	27477.1	0.1105	6869.28	0.0276	22404.585143821	2500000000	10051	2520575705	10133.7227	Unknown
325356	000000000000000005b74779bddbd3d82d3386ed28dee32fb387cbe397ed7421	2014-10-15 01:02:43	2014-10-14 23:26:57	355156	355156	1420624	2	2	000000000000000000000000000010	ca875314f192aa1709a75259b85dcce9b82eaea75666e1953503671fdc8fbbde	285481491	404711795	35002482026.133	000000000000000000000000000000000000000000022131dfd723e9f6236090	03ecf604184b6e434d696e6572422d5031de29b0774caa5a4e543dc7b3830300000fdd0200	673	0	1711	1953	496577051026	1996438.375	499077051026	2006489.375	9657217	38.8259	27207.2	0.1094	6801.8	0.0273	48450.6627844	2500000000	10051	2509657217	10089.8262	KnCMiner
325357	0000000000000000040cdf4bbcb20598a001d4f344b36d0a2ca0e1eca85e78a5	2014-10-15 01:09:44	2014-10-15 00:16:15	239102	239102	956408	2	2	000000000000000000000000000010	95dab48183af100f6cad023d330c453a75a9825a1a4f8a74d903df76d234b422	752514423	404711795	35002482026.133	00000000000000000000000000000000000000000002213a062ec7abbc00adc0	03edf604e4b883e5bda9e7a59ee4bb99e9b1bcfabe6d6d5e1555624f0d8c61d04fb2179fc593727c579bcc49ec382986701bbeed5cf0b21000000000000000885a25f1c02f01004d696e6564206279206461716934616e74	296	0	1287	818	138652984130	557440.5	141152984130	567491.5	7194754	28.9258	30123	0.1211	7530.75	0.0303	870.76889125766	2500000000	10051	2507194754	10079.9258	F2Pool
325358	0000000000000000016766e3bccfde0c651bbb102d034e20329ccdd383ba1970	2014-10-15 01:15:19	2014-10-15 00:18:07	117550	117550	470200	2	2	000000000000000000000000000010	492b8a2aa6911fb92de685be04ef05ab41aab8aaf19aff67451dae66358b792e	943535939	404711795	35002482026.133	0000000000000000000000000000000000000000000221422c866b6d81ddfaf0	03eef604e4b883e5bda9e7a59ee4bb99e9b1bcfabe6d6dcc7d8c243be39ba785bcf9250c3d7911f6ea789667dfe509b54a6dea70e4f1c310000000000000006e83017bf14400004d696e6564206279206c3234303939383939	261	0	584	545	167382297345	672943.8125	169882297345	682994.8125	3461571	13.9169	29512.2	0.1187	7378.04	0.0297	366.7673069903	2500000000	10051	2503461571	10064.917	F2Pool
325359	000000000000000019f531c08f170ee741fd208a0c9895f1a0cb321ed4a2a76f	2014-10-15 01:15:41	2014-10-15 00:27:08	42991	42991	171964	2	2	000000000000000000000000000010	3f35f607c48a3526a0d2937b2c353624c3e96e6829ea49aed52c5c191029be51	881569103	404711795	35002482026.133	00000000000000000000000000000000000000000002214a52de0f2f47bb4820	03eff60406543dcab724e1050600006b010000	75	0	242	137	64150327914	257909.9844	66650327914	267960.9688	451010	1.8132	10536.1	0.0424	2634.03	0.0106	5134.4370652829	2500000000	10051	2500451010	10052.8135	Cointerra
325360	000000000000000006a3a26ca06e1f29e389501a1e6a246404eade3efed93d7e	2014-10-15 01:25:40	2014-10-15 00:48:34	289762	289762	1159048	2	2	000000000000000000000000000010	917f597ebec99ab7399006ac5c30694f56513212ab2b9da89fdc77e81cd63f8c	320205392	404711795	35002482026.133	0000000000000000000000000000000000000000000221527935b2f10d989550	03f0f604184b6e434d696e6572422d50310505c48469ff4811543dcd14661b0000e5a20200	436	0	1490	1231	262831531715	1056687.875	265331531715	1066738.875	7245955	29.1316	25024.3	0.1006	6256.07	0.0252	31622.049707266	2500000000	10051	2507245955	10080.1318	KnCMiner
325361	000000000000000011aea840caeadf9774d5243251beecff73ccbcbed62779fe	2014-10-15 01:30:03	2014-10-15 01:02:43	150367	150367	601468	2	2	000000000000000000000000000010	436175917a4c2bda38815307c83dc41156ba3211d216171d9bac853b22586149	118114217	404711795	35002482026.133	00000000000000000000000000000000000000000002215a9f8d56b2d375e280	03f1f6040d00456c696769757300543dce1bfabe6d6dd2825bfa481bcbb436143b2444911c94e02d3b24fbe2b369e4e81f3283abcc070400000000000000002f737333382f0090839d13000000004b260300	216	0	785	678	71461597838	287304.2188	73961597838	297355.2188	3455018	13.8906	23386	0.094	5846.49	0.0235	568.44748533331	2500000000	10051	2503455018	10064.8906	Eligius
