id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
514737	0000000000000000003b2f13a1ea65c9ab8ed118b40de17aa39348f5c6fb44e8	2018-03-23 00:00:03	2018-03-22 23:33:50	211533	143938	643347	536870912	20000000	100000000000000000000000000000	ca59e14765f291e8ce83ffb49ee9ec3184a3b1ff7f7fb788f7d20efaa71af84a	4100735963	391203401	3462542391191.6	00000000000000000000000000000000000000000155110cee2f1b10f7ccd676	03b1da07fabe6d6d8ae19c5e2a5ba6437d7d4ef7437d021ca842ded9f9cea0badbc115d02d762dd101000000000000002665080085056f523d01003b1b042f736c7573682f	278	106	1144	635	36941785994	3250456.25	38191785994	3360442	2881639	253.5514	13646.7	1.2008	4487	0.3948	11338.479413196	1250000000	109985.7578	1252881639	110239.3047	SlushPool
514738	00000000000000000032651a4e19688e1a7f02b872113228c6c17285e27d7ce7	2018-03-23 00:00:24	2018-03-22 23:44:28	74068	67852	277624	536870912	20000000	100000000000000000000000000000	d7f75a486cf81da42f41ff02c57ee1d4de85adbf76a6003b871b4c1bf0bc1cf8	2915540154	391203401	3462542391191.6	00000000000000000000000000000000000000000155143320f1456ab239f3d9	03b2da07049843b45a612f4254432e434f4d2ffabe6d6db66e2b53abe554745d9e3d8396c79e017a6b8d89d50804f77f9bbbc50a02a2c301000000000000006f0919b65053020000000000	98	28	371	298	55756354527	4905924	57006354527	5015909.5	2407908	211.8685	32652.3	2.873	8708.78	0.7663	234.15841035507	1250000000	109985.7578	1252407908	110197.625	BTC.com
514739	000000000000000000330c9f6b1675d1e1931f6c666d6145131a4088adca8e15	2018-03-23 00:01:01	2018-03-22 23:47:32	40042	35901	147745	536870912	20000000	100000000000000000000000000000	f9956ca60ae7687276cb71c1493dae097582d6726280265c2d7f3f66ad56afb8	417715825	391203401	3462542391191.6	00000000000000000000000000000000000000000155175953b36fc46ca7113c	03b3da07174d696e656420627920416e74506f6f6c3545205ab443bdfabe6d6d71c22af564a4919473f368737c946906126f9364709a92f4515f6bc2ad9584f5040000000000000035260000b7b50000	59	19	206	194	30732555812	2704114.75	31982555812	2814100.5	1904119	167.5408	47947	4.2188	12990.7	1.1431	1452.6443680052	1250000000	109985.7578	1251904119	110153.2969	AntPool
514740	0000000000000000004825cf93a5a43f45002b2b02c49b599ad642849df56237	2018-03-23 00:14:01	2018-03-22 23:57:01	612976	500981	2115919	536870912	20000000	100000000000000000000000000000	55eaa9666dd79b7c803175699cd6e918221b8c4e86b8dcde4986f5f0073445fc	4071566188	391203401	3462542391191.6	000000000000000000000000000000000000000001551a7f86759a1e27142e9f	03b4da0704c446b45a612f4254432e434f4d2ffabe6d6d4603b8f75fa50c20892b48e74fe19d6f51245bf94a007f02eb9a6efaf1f652890100000000000000450105da30b0aa2a00000000	1431	499	2820	3778	544580505233	47916880	545830505233	48026864	15140570	1332.1976	24713.2	2.1745	7155.86	0.6296	8769.9902812576	1250000000	109985.7578	1265140570	111317.9531	BTC.com
514741	000000000000000000451731d60b7b0bc228f26b7b946cf3c610d52839d4e61a	2018-03-23 00:41:41	2018-03-22 23:57:30	1090854	912767	3829155	536870912	20000000	100000000000000000000000000000	064eaa4741d17eb636acaa8ad26f3b31dc47d157b1454d9a2267030e5aba274f	1271069026	391203401	3462542391191.6	000000000000000000000000000000000000000001551da5b937c477e1814c02	03b5da07184d696e656420627920416e74506f6f6c373946205ab44d45a618000031095c00	2825	929	4962	6880	795515098110	69996264	796765098110	70106248	32968320	2900.8364	30230.5	2.6599	8607.76	0.7574	50350.294887064	1250000000	109985.7578	1282968320	112886.5938	AntPool
514742	00000000000000000045b039632035f328a6dbbc05b69dbf562e103fb46bdf60	2018-03-23 00:41:52	2018-03-23 00:00:03	127435	64251	320188	536870912	20000000	100000000000000000000000000000	92a13aecc16cfd8398e08e34f3664c0b32b93d984d032249aabfdef666286e2d	1621779641	391203401	3462542391191.6	0000000000000000000000000000000000000000015520cbebf9eed19bee6965	03b6da072cfabe6d6dc0aa184a840f3f29957254eab3ee4b96246fbcba8f0fdcc57a13bda49f0c375804000000f09f909f164d696e656420627920687578696e6767616f7a68616f00000000000000000000000000000000000000000000000000000000	208	183	609	499	59193751058	5208375.5	60443751058	5318361	607843	53.4833	4783.27	0.4208	1904.08	0.1675	534.85132387698	1250000000	109985.7578	1250607843	110039.2344	F2Pool
514743	0000000000000000002fa5cee2ae556e0353f8090fa0d234a25d94c2bfb3e832	2018-03-23 00:49:23	2018-03-23 00:00:24	349310	287771	1212623	536870912	20000000	100000000000000000000000000000	3c4610f716812b31b496fcd999d3fafc19c613449facfcf2f88c073917897081	167386088	391203401	3462542391191.6	0000000000000000000000000000000000000000015523f21ebc192b565b86c8	03b7da0704134fb45a642f4254432e434f4d2ffabe6d6d85b96654953eda77f6a0be15d22fde841aa08bbe5bb4c01892bdcf4cfd931b0101000000000000003a1d1fa80000679a13c80100	868	306	1627	2040	430303667680	37861820	431553667680	37971804	10939027	962.5097	31345.4	2.758	9025.09	0.7941	82807.295978889	1250000000	109985.7578	1260939027	110948.2656	BTC.com
514744	0000000000000000000ddc396a7ed473727624a4e72287b0d9b45c8c6a1022c5	2018-03-23 01:00:20	2018-03-23 00:01:01	503136	424447	1776477	536870912	20000000	100000000000000000000000000000	8e3a610dec14f7de68b53e7edbed87cac77c9cb8e4a30699a60f6962d54a4929	2463573238	391203401	3462542391191.6	000000000000000000000000000000000000000001552718517e438510c8a42b	03b8da071f2f5669614254432f4d696e65642062792035616d696e64757374726965732f2cfabe6d6d36bc67ef97b86e1a498e465b75133f23ff681ee1bffcfbaa90b7a2c648d34efd010000000000000010ed4f350867a3cdff04d453aa5a8d0100	1165	433	2253	2807	405831031146	35708504	407081031146	35818492	14668169	1290.6317	29173.7	2.567	8258.58	0.7267	7999.8696583516	1250000000	109985.7578	1264668169	111276.3828	ViaBTC
514745	00000000000000000009fb95b43a4042b322c5468c7763368920718708ff65a0	2018-03-23 01:13:32	2018-03-23 00:14:01	564087	466658	1964061	536870912	20000000	100000000000000000000000000000	60ed731e3fafb7bb7662ed03d19eba9babe2727d027d4503f55a5a82df6e82a5	3737120442	391203401	3462542391191.6	000000000000000000000000000000000000000001552a3e84406ddecb35c18e	03b9da07082f5669614254432f2cfabe6d6de9b7ad389c67f4de04f0d7cdd7687ba8efd4b26c5a39e4917147ce96c25f25c40100000000000000102588820c5f6dd29ce9026e37c3090100	1442	520	2584	3509	565238398321	49734536	566488398321	49844524	15207635	1338.0985	26975.3	2.3735	7743.23	0.6813	7175.4292919955	1250000000	109985.7578	1265207635	111323.8516	ViaBTC
514746	00000000000000000048e6d5fc56c1eb43530236193bd8bec8101caf8f2befd7	2018-03-23 01:31:58	2018-03-23 00:41:41	946729	774920	3271489	536870912	20000000	100000000000000000000000000000	a94c4daf2c81ea1649fa0cfef8d29b7aaf8287d983cd8ab65fd269b122039c17	1109946971	391203401	3462542391191.6	000000000000000000000000000000000000000001552d64b702983885a2def1	03bada077876466a09fdde6153da97ae73f5e9dd375a3752db2c5583c98978736eb4a72c806d17e68e0100000000000000005d45540000800002733c42902f425443432f2000000000000000000000000000000000000000000000000000000000000000	2069	736	4497	5010	651751539396	57346708	653001539396	57456692	26582167	2338.9277	28088.3	2.4714	8124.65	0.7149	14703.636871506	1250000000	109985.7578	1276582167	112324.6797	BTCC Pool
514747	0000000000000000004a17ad7123b0eae9c15cabf7951ad24c44dba46ec20606	2018-03-23 02:03:26	2018-03-23 00:41:52	1133874	952947	3992715	536870912	20000000	100000000000000000000000000000	61e5043078668d32cdb4bf96a072aa1b63054d748a0d45da30003f7fdd754f76	1611685489	391203401	3462542391191.6	00000000000000000000000000000000000000000155308ae9c4c292400ffc54	03bbda07174d696e656420627920416e74506f6f6c3826205ab4604afabe6d6d2fcf21de06bd9a2113b9f87df3cd8e7ce70dcb3c5c8afc65adccf437b6582ee5040000000000000086390000a5abaa0a	3026	1038	5175	6943	3136065736219	275938048	3137315736219	276048032	38353346	3374.6575	33834.9	2.9771	9603.11	0.845	105433.09076738	1250000000	109985.7578	1288353346	113360.4141	AntPool
514748	00000000000000000005d9276e028d5d5bed13951c19ec762fd4b1b592cc01bb	2018-03-23 02:09:41	2018-03-23 00:49:23	946290	865500	3542790	536870912	20000000	100000000000000000000000000000	7ecf7aafd61614b58b8e11c1bd85294769ed6c6a7e29a904b956e1d84299c213	3286607398	391203401	3462542391191.6	0000000000000000000000000000000000000000015533b11c86ecebfa7d19b7	03bcda0741d6ad1879bc88dc41d6ad18797b55252f4254432e544f502ffabe6d6ddb2ba422e4ceac67675a6ce6ff331e7f7cad0b7f21b486cceca6a7e5098604798000000000000000ca00a2f3a067000000000000	975	399	5430	2896	821670848484	72297672	822920848484	72407656	7587192	667.5864	8020.68	0.7058	2141.8	0.1885	147985.10546601	1250000000	109985.7578	1257587192	110653.3438	BTC.TOP
514749	00000000000000000027de32b3c537e1d112a86ed648ee1662f9f72e00b39761	2018-03-23 02:09:51	2018-03-23 01:00:20	4515	4260	17295	536870912	20000000	100000000000000000000000000000	eb56ca5761e033f8ebf1dcbee8a9c2649a4320fdb623d4fb26d57fc5074cfd0b	4002530504	391203401	3462542391191.6	0000000000000000000000000000000000000000015536d74f491745b4ea371a	03bdda0741d6ad187bdc914b41d6ad187bdbdb762f4254432e544f502ffabe6d6d16601854c583e380cf0220049ddf76ac3cc94cb97706aedd14a09586c798e7bc8000000000000000ce006fd25647010000000000	16	3	19	38	5500435121	483975.5938	6750435121	593961.375	66978	5.8933	16019.6	1.4096	4167.37	0.3666	30.682968032453	1250000000	109985.7578	1250066978	109991.6484	BTC.TOP
