id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
601842	0000000000000000000432be1979637dafbcd18c5aa2390c5acb296932d77ade	2019-11-01 00:00:16	2019-10-31 22:38:37	1428035	855054	3993197	536870912	20000000	100000000000000000000000000000	8039ea1f858fedc864a5a74400e1f83feca874a5fdda05b4671860f8d142ff3a	3620189350	387223263	13691480038694	000000000000000000000000000000000000000009b9e4ec543395f1ac06a595	03f22e091b4d696e656420627920416e74506f6f6c34388b00c9202a441db101fabe6d6dff4fcea187e82cb124c5aff85c5b59343c5a84051a32089d54352f8cd57c7e50040000000000000018b500c00c930000	3257	2130	6234	7646	1590575860316	145693248	1591825860316	145807744	28704312	2629.252	20105.9	1.8417	7181.98	0.6579	64791.131645825	1250000000	114497.25	1278704312	117126.5078	AntPool
601843	0000000000000000000f96fe6c8c596da673ca48839b9038b8b10ce85be19a4b	2019-11-01 00:16:36	2019-10-31 22:41:50	1304037	896467	3993438	1073676288	3fff0000	111111111111110000000000000000	9b672bc136f143c5a68c957bc5ae7be6874527de658273c3651e6cde78a62bbe	2172027762	387223263	13691480038694	000000000000000000000000000000000000000009b9f1602c754b59d500b9ec	03f32e09046279bb5d424a2f48756f42692ffabe6d6dbb17fd126e07247e9612bcab3d9e55196ec9a945ffa34c2def6d4800794511f908000000940e71b60c279bafd008010000000000	3083	1973	6247	7015	2583550873364	236647584	2584800873364	236762080	42611343	3903.1055	32687.1	2.9941	10662.6	0.9767	15172.91441822	1250000000	114497.25	1292611343	118400.3594	Unknown
601844	00000000000000000008e279296a39b2e0a7cb99117b1ee423fec8ee1532a810	2019-11-01 00:52:09	2019-10-31 23:13:29	1332706	886767	3993007	743849984	2c564000	101100010101100100000000000000	e258bf4f467d1e69d43c14905a2b5e85e6bc4a8c4cc9254c3bf1e955eb67491f	847841545	387223263	13691480038694	000000000000000000000000000000000000000009b9fdd404b700c1fdface43	03f42e0904ba81bb5d535a30332f4254432e434f4d2ffabe6d6d1ad1bbb043c11e5e6972052a194f60b2f51b8bf1327b4b48a2eb3ba46eaf90e1020000004204cb9a1222475f93bc000000000000	3341	2082	5950	7762	4452692875723	407856896	4453942875723	407971392	49878902	4568.7979	37436	3.4291	12480.6	1.1432	13258.495075866	1250000000	114497.25	1299878902	119066.0547	BTC.com
601845	00000000000000000011e7182bf19e4b084d41421da164a8f5225663569dcce3	2019-11-01 00:54:19	2019-10-31 23:18:59	1245699	917662	3998685	536870912	20000000	100000000000000000000000000000	6c3f28242797d359f6cbe6faf1cc20e01f4bf3c9c96b59ea46e49676b15816a6	739969563	387223263	13691480038694	000000000000000000000000000000000000000009ba0a47dcf8b62a26f4e29a	03f52e092cfabe6d6d5b5d6e9c10fa7f731afb1d288e78e1b0021f0db221847125879fefa9d511d8ac10000000f09f909f00134d696e6564206279206861736835333331376f00000000000000000000000000000000000000000000000005008261c771	2790	1165	6040	6385	835834512884	76560608	837084512884	76675104	29256813	2679.8599	23494.9	2.1521	7315.31	0.67	32761.836983595	1250000000	114497.25	1279256813	117177.1094	F2Pool
601846	0000000000000000000f5d4c3d96b8e6930bc31a9614b2ca204434e1de0f6024	2019-11-01 00:57:10	2019-10-31 23:59:45	1140174	951068	3993378	536870912	20000000	100000000000000000000000000000	a9534e8f41ea04a6f00afe3f7b53c0df0a2e6a0eb9df536d5c6e7cac2f15e942	711217204	387223263	13691480038694	000000000000000000000000000000000000000009ba16bbb53a6b924feef6f1	03f62e0904e782bb5d626a30332f4254432e434f4d2ffabe6d6d685ef04021bc49b96a28c5bfe8e2c3c5fdaa759492aceb0426b21f8e932f9e32080000007296cd10c155631ed120070000000000	3033	999	5639	6358	514488075947	47125976	515738075947	47240476	29555289	2707.1995	25931.4	2.3752	7399.8	0.6778	18781.291465416	1250000000	114497.25	1279555289	117204.4531	BTC.com
601847	00000000000000000000a05970c6bff4443cb62e77c47e936b00f70d1eca3809	2019-11-01 01:01:42	2019-11-01 00:00:16	1175481	939200	3993081	549453824	20c00000	100000110000000000000000000000	c8b082e12b1df67e7ae25820ffa32f271b02f190ef46ed3d996bbf331d77fd4b	792003157	387223263	13691480038694	000000000000000000000000000000000000000009ba232f8d7c20fa78e90b48	03f72e0904f883bb5d2f706f6f6c696e2e636f6d2ffabe6d6d456c9e288aaa140566410497643d5d8b6e52858b468cf908fd94c094e81a2e47010000000000000095ff9f15da2a30d1bcc4dc1eb669bf4c0f1b4e79920080f6000000000000	3143	872	5436	6689	577567631344	52903924	578817631344	53018424	26042948	2385.4768	22162.6	2.0301	6521.22	0.5973	16817.026912522	1250000000	114497.25	1276042948	116882.7266	Unknown
601848	0000000000000000000dc0a48931dd2195442785a901501af637b948983cc4b9	2019-11-01 01:17:16	2019-11-01 00:16:36	1246559	915614	3993401	536870912	20000000	100000000000000000000000000000	9b6d56b4d38b146d70bfa9a841f68c0e9558b6c1df56dda37049b626ff10f625	3286293642	387223263	13691480038694	000000000000000000000000000000000000000009ba2fa365bdd662a1e31f9f	03f82e091a4d696e656420627920416e74506f6f6c37388b00b52045cd16acfabe6d6d49eaaddae3291a118e7fca67256a2b3cb3e7b11c11bf4082c3ecb6506942c2860400000000000000d02b0000c30a0200	3145	1494	5962	7047	2562691368204	234736896	2563941368204	234851392	37342513	3420.4922	29965.6	2.7448	9346.61	0.8562	6640.2364838582	1250000000	114497.25	1287342513	117917.7422	AntPool
601849	00000000000000000010d939206694ffea8113df4b9605b21ebd82fff1514a5b	2019-11-01 01:49:48	2019-11-01 00:52:09	1295812	899243	3993541	536870912	20000000	100000000000000000000000000000	fa4f7ff672b93cfb445651ba615c3f4f82f7917dad86feb8bd29711f7811d558	2302220140	387223263	13691480038694	000000000000000000000000000000000000000009ba3c173dff8bcacadd33f6	03f92e0904368fbb5d485a2f48756f42692ffabe6d6d337e1fd8da326888097e78f4268690b47dea7ef6af9785a06715e678d043a4e408000000352a0978088dcf78fdacaaa800000000	3478	2053	5850	7957	4854854418742	444693984	4856104418742	444808480	49049890	4492.8623	37865	3.4684	12273	1.1242	87820.084455464	1250000000	114497.25	1299049890	118990.1172	Unknown
601850	000000000000000000070df4aa0997911d1539ea6c2f326c0202e2795a5822f7	2019-11-01 02:13:09	2019-11-01 00:54:19	1357636	878633	3993535	1073676288	3fff0000	111111111111110000000000000000	285b4dd9d4f5456c4d27babce7f9104a0de17c3a61bb3b181d7e9cecb52eeb32	231139922	387223263	13691480038694	000000000000000000000000000000000000000009ba488b16414132f3d7484d	03fa2e0904b194bb5d535a30322f4254432e434f4d2ffabe6d6d0c4ce6d8d5c06f2045a78662bd3ee912cc02a357d53025a378cc059a894cf04a080000007296cd109877f74663a1010000000000	2815	1561	6199	6827	3195691277455	292718304	3196941277455	292832800	42825858	3922.7544	31554.3	2.8903	10718.7	0.9818	9426.8722045264	1250000000	114497.25	1292825858	118420.0078	BTC.com
601851	0000000000000000000dcc805f192b063f46cf58ac3edeb8bc92587701d82880	2019-11-01 02:30:27	2019-11-01 00:57:10	1237628	920262	3998414	536870912	20000000	100000000000000000000000000000	99ab2f9f2f9e6ea74aafc0658c47f35edabb59f6359da2bfc6b3d28a9ed52e96	2783465632	387223263	13691480038694	000000000000000000000000000000000000000009ba54feee82f69b1cd15ca4	03fb2e092cfabe6d6de848640774598e044c9b29644ca700841f38a52125d9631e651db8f48efcfce910000000f09f909f00134d696e656420627920686173683533333135330000000000000000000000000000000000000000000000000500f4140020	2200	1188	4599	12307	2651332696116	242856256	2652582696116	242970752	34701403	3178.5723	28049.1	2.5692	8677.11	0.7948	7112.162760712	1250000000	114497.25	1284701403	117675.8281	F2Pool
