id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
539567	00000000000000000002010c1a6228ff226022b4562fd86bf1cf816aff0e2ee7	2018-09-02 00:06:12	2018-09-01 22:27:01	1327828	888460	3993208	536870912	20000000	100000000000000000000000000000	3ba491f7bb04a382526ea21f6108fb9c2a35a4b5cc22375cc0d2cbb096d190ae	3391455350	388618029	6727225469722.5	000000000000000000000000000000000000000002fe5db4e51362f8cbaf6800	03af3b08fabe6d6d2228ae5ae137efc92b5749adfe8434fb565b512fa8bc6d79517ae9c114bbe22901000000000000000b650700450beb982a0000e2ed052f736c7573682f	2782	1302	5774	6646	1165548031737	82780712	1166798031737	82869496	18908498	1342.9382	14244.2	1.0117	4733.63	0.3362	32150.154653729	1250000000	88778.75	1268908498	90121.6875	SlushPool
539568	00000000000000000024152c82aa205451f10ea1b4a89cc849ec5ef04c800d6c	2018-09-02 00:07:23	2018-09-01 23:12:48	306723	226894	987405	536870912	20000000	100000000000000000000000000000	7da160ab6d818af2192c17079e441d3b46522fa67a7b83df953694d395de0793	1523681853	388618029	6727225469722.5	000000000000000000000000000000000000000002fe63d3391422141376b918	03b03b081a2f5669614254432f4d696e656420627920616e64616d696f732f2cfabe6d6d82ad441e7afae396c8e6d4dc1169ea52a017e9b1d3e50231e3ad75ec452a6174040000000000000010c4d63708626850292ada4fcae2400000	379	243	1631	804	155998466615	11079479	157248466615	11168258	1046572	74.3307	3415.94	0.2426	1060.75	0.0754	568.7423992728	1250000000	88778.75	1251046572	88853.0781	ViaBTC
539569	00000000000000000006f2199cf5ba049a3e8bffd328b35874b93359dfb161b0	2018-09-02 00:14:19	2018-09-01 23:13:11	350658	259720	1129818	536870912	20000000	100000000000000000000000000000	2a2af8a30b487b6d634bb750b74c358b7d6b391f7241724367172435c3c55b46	3366619700	388618029	6727225469722.5	000000000000000000000000000000000000000002fe69f18d14e12f5b3e0a30	03b13b081c2f5669614254432f4d696e656420627920657567656e65706439392f2cfabe6d6dceecc90276aa44ccfdde7d7788ed5920139fac1f3ffcd5b423e75aec6e8ff9a0040000000000000010d5d63708626850292ad33478d4a90100	827	378	1609	1798	447151971344	31758074	448401971344	31846852	4606764	327.1862	13150.5	0.934	4079.18	0.2897	3140.4386211899	1250000000	88778.75	1254606764	89105.9375	ViaBTC
539570	00000000000000000017fa33bfb7bf5098fdfdce1c068ec97d5089fb7c46c55d	2018-09-02 00:15:39	2018-09-01 23:31:42	105960	84348	359004	536870912	20000000	100000000000000000000000000000	59a62513143f0909f104b1b7e083f804b4d468ce0f4f5eea7adee150d5f7043f	2946747529	388618029	6727225469722.5	000000000000000000000000000000000000000002fe700fe115a04aa3055b48	03b23b080004ab2b8b5b047c78cb16082e61a07d544600004d696e656420627920064257506f6f6c	178	91	539	417	47150846475	3348794.5	48400846475	3437573.25	3968256	281.8374	37552.9	2.6671	11080.3	0.7869	202953.31446913	1250000000	88778.75	1253968256	89060.5859	Unknown
539571	00000000000000000025b093c1af855c56aa696058bf5d64a1dfdb648b29e2dc	2018-09-02 00:30:32	2018-09-01 23:40:19	696653	522395	2263838	536870912	20000000	100000000000000000000000000000	020ed1e900c891c9675c020214aeed6be654878a715da14fa77171e677db46cf	158462374	388618029	6727225469722.5	000000000000000000000000000000000000000002fe762e35165f65eaccac60	03b33b08162f5669614254432f4d696e656420627920653931302f2cfabe6d6d44c18095e57bc170bd57937510ca8af3ac534020713a4b92040b3f410117b6ea0400000000000000105ae1ea03efad3122c12913957e5d6e36	1727	710	3028	4155	878465364147	62391244	879715364147	62480024	9906047	703.5571	14226.4	1.0104	4375.39	0.3107	527568.38445675	1250000000	88778.75	1259906047	89482.3047	ViaBTC
539572	00000000000000000015f458624fe896d456c1263df89963c5ae19efe314a645	2018-09-02 00:45:31	2018-09-02 00:06:12	839772	650272	2790588	536870912	20000000	100000000000000000000000000000	577a84a11fdd6f44dc3e6b4eff62c87f531339c54daf0f0fd9dc3fbfd56a1003	3094085638	388618029	6727225469722.5	000000000000000000000000000000000000000002fe7c4c89171e813293fd78	03b43b082cfabe6d6d48a3f6c52b85767bf96073d2d073069badc4a418760945e964861713ca020d2d08000000f09f909f000d4d696e65642062792068663236000000000000000000000000000000000000000000000000000000000000000000000000	1650	704	3077	8151	1225306216422	87024920	1226556216422	87113696	10641789	755.8118	12678.5	0.9004	3813.56	0.2709	14840.901931065	1250000000	88778.75	1260641789	89534.5625	F2Pool
539573	000000000000000000084b332e7a6eb936050ebe3c6374ca5bf77bffd3ae239b	2018-09-02 00:46:11	2018-09-02 00:07:23	63141	30391	154314	536870912	20000000	100000000000000000000000000000	0c47d2fae4cfad4e69bb743f6bbc9ab421a5c2774e0eb0853ef4985b6523b6e3	3633908060	388618029	6727225469722.5	000000000000000000000000000000000000000002fe826add17dd9c7a5b4e90	03b53b0804d3328b5b612f4254432e434f4d2ffabe6d6df22b29106056198af0e4bf6cd16d244ccf9aa5c4a94a52de5cccec9ce07db898010000000000000065c4682e0c03000000000000	117	63	237	238	26433732376	1877402.875	27683732376	1966181.625	422347	29.9963	6728.48	0.4778	2759.43	0.196	24.561652976556	1250000000	88778.75	1250422347	88808.7422	BTC.com
539574	0000000000000000001294f8725b0a9888d3666849e5f2479ba6a772ddc086cf	2018-09-02 01:07:07	2018-09-02 00:14:19	1023236	761484	3307688	536870912	20000000	100000000000000000000000000000	1265a60346e5d4296cfeb376dbd4365f09c06ba6535dc7cd2c7dd75c9ad663d5	783082765	388618029	6727225469722.5	000000000000000000000000000000000000000002fe888931189cb7c2229fa8	03b63b0841d6e2cde52bd1ef41d6e2cde426df742f45324d2026204254432e544f502ffabe6d6ddcd12ebaf1a69cc21f4af0c52956afcf87e7a6768f1b13137c61fecc1490a8fd8000000000000000e8008acf095855f500000000	2123	896	4720	5352	1555884403212	110503576	1557134403212	110592352	18411424	1307.6345	17999.9	1.2784	5565.41	0.3952	7983.7760668425	1250000000	88778.75	1268411424	90086.3828	Unknown
539575	00000000000000000018c89916dc9d80614597927087a9a8247f92c8c6a36e9d	2018-09-02 01:07:53	2018-09-02 00:15:39	13859	10147	44300	536870912	20000000	100000000000000000000000000000	490b9658c6568d39f46a07b13dd56c64bae90c41a02c3b6c305d610b9c5631a2	3484254539	388618029	6727225469722.5	000000000000000000000000000000000000000002fe8ea785195bd309e9f0c0	03b73b08184d696e656420627920416e74506f6f6c363136205b8b37afb005000000147b17	44	20	55	99	6131295443	435462.9688	7381295443	524241.7188	385155	27.3549	28376.6	2.0154	8894.21	0.6317	377.52102860537	1250000000	88778.75	1250385155	88806.1016	AntPool
539576	0000000000000000002321a22e630b71d8f2c9194f9cbe3fb8fbc1ef51befabe	2018-09-02 01:17:32	2018-09-02 00:30:32	869590	644444	2802922	536870912	20000000	100000000000000000000000000000	8e94e79e6c4e3f2b674e95efbcf34c70191cca7a7de857c754890907098df2e3	3257963566	388618029	6727225469722.5	000000000000000000000000000000000000000002fe94c5d91a1aee51b141d8	03b83b082cfabe6d6d5d5f3a5b7b7195b9b7e9ec159c6c14a4b43008d1627dafb108ff5ead34bfeef308000000f09f909f00124d696e65642062792074616e756b6939313300000000000000000000000000000000000000000000000000000000000000	1130	462	3990	5426	700451128407	49748140	701701128407	49836916	15768899	1119.9545	18142.3	1.2885	5627.01	0.3996	4290.966457133	1250000000	88778.75	1265768899	89898.7031	F2Pool
