id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
585745	0000000000000000000021ce00a70239a168770d2a0ef319a8e7538a9228166f	2019-07-17 00:19:21	2019-07-16 23:03:40	1277731	905197	3993322	549453824	20c00000	100000110000000000000000000000	dcf46de3b6a4e9f324c0a74cfe33651d3d26fd98b2c7596fad37e346d53c53e9	3651263585	387911067	9064159826491.4	0000000000000000000000000000000000000000073c6771802710ea6c1708da	0311f008fabe6d6d8a154827a06fe926dddd4dcbf155adfc3209e41a65fce919be0435c541d4c169010000000000000001650803217d4ac624000079b8102f736c7573682f	3535	2057	5672	8485	2828186631871	271207264	2829436631871	271327136	72879660	6988.7515	57055	5.4713	18235.6	1.7487	12466.275911114	1250000000	119868.0078	1322879660	126856.7578	SlushPool
585746	00000000000000000011da0f99fa4cb38036cc3d1a1e1a4dc37d59217279ba58	2019-07-17 00:46:13	2019-07-16 23:31:37	1365803	875766	3993101	536870912	20000000	100000000000000000000000000000	0725340973cd8b00fc78905931c549c64bb4b632f1bfe18d80877ba405f5130e	2748220092	387911067	9064159826491.4	0000000000000000000000000000000000000000073c6faff26c556b196bfe6f	0312f0081c4d696e656420627920416e74506f6f6c3131397f01050320fb6576adfabe6d6d1dc4fbf1b223645364aeb7e16c73846d675987481fa86e7c6b019e0b2045128804000000000000005ab5000019dd3c01	3181	2027	5941	7837	1612715318381	154650368	1613965318381	154770240	71169154	6824.7236	52120.7	4.9981	17809.7	1.7079	65303.685821847	1250000000	119868.0078	1321169154	126692.7266	AntPool
585747	0000000000000000001c1fc2bfb972feee0e12a39fc8686d9d0620643eda7206	2019-07-17 00:47:46	2019-07-16 23:43:34	1325310	891058	3998484	536870912	20000000	100000000000000000000000000000	b62aefcc8bb05e7d980b18d0bad7746c656e0cc637853766ea992ddabd034d6f	3114611053	387911067	9064159826491.4	0000000000000000000000000000000000000000073c77ee64b199ebc6c0f404	0313f0082cfabe6d6d9c6ff6804519c48bad604221f2a9dd02bdd0384af517d204e33e192b97cd1f7e10000000f09f909f00104d696e656420627920777962323231330000000000000000000000000000000000000000000000000000000500b9d155d5	1384	937	5188	9307	764656807420	73326312	765906807420	73446176	36962215	3544.4695	27899.2	2.6754	9244.79	0.8865	104148.25993913	1250000000	119868.0078	1286962215	123412.4766	F2Pool
585748	0000000000000000001eecafa0a4e0ce86ae45a05c32ac67a64fa7cb168e4382	2019-07-17 00:53:46	2019-07-16 23:44:19	1375716	872398	3992910	1073733632	3fffe000	111111111111111110000000000000	2d0e8c0dcef065946aea1e69138d804855d1fd7a77f7af331dc0c12f5c8808c5	3290358608	387911067	9064159826491.4	0000000000000000000000000000000000000000073c802cd6f6de6c7415e999	0314f0080472712e5d434e2f545454545454011090c5b3343a5d764a0000	2429	1285	6459	6065	1235023697494	118431864	1236273697494	118551728	39997751	3835.5605	29080	2.7886	10012.8	0.9602	10737.602318968	1250000000	119868.0078	1289997751	123703.5625	Unknown
585749	00000000000000000016c10be818703a4b1bfc657531134208450b091870bd34	2019-07-17 01:17:22	2019-07-16 23:44:27	1331639	887151	3993092	536870912	20000000	100000000000000000000000000000	7f2963ecaf9342d20f7bc05405616668da637183807dc2c408b77f835e2d628e	35600482	387911067	9064159826491.4	0000000000000000000000000000000000000000073c886b493c22ed216adf2e	0315f0080417772e5d424a2f48756f42692ffabe6d6de78a3876a82e8ad71ce3084c5cde484b386ac5fdb1e403f5cd7eeeb55fbbd3320800000016ed7448021df95e6f0200ff00000000	2931	1722	5781	7260	3007912382466	288441952	3009162382466	288561824	73845446	7081.3652	55470.1	5.3193	18482.4	1.7723	15270.496407704	1250000000	119868.0078	1323845446	126949.3672	Unknown
585750	0000000000000000001a1b6ac7642b951e673fc60578815b8c38255147a3d338	2019-07-17 01:28:18	2019-07-17 00:19:21	1243744	916521	3993307	536870912	20000000	100000000000000000000000000000	3b699cb9bc9b37087ac8e9e34b7ab68a9aa9007b7baaa779203f4b87f6ad256d	84800504	387911067	9064159826491.4	0000000000000000000000000000000000000000073c90a9bb81676dcebfd4c3	0316f00804b3792e5d632f4254432e434f4d2ffabe6d6d071b2fd0838346905a894a671237433228f2f2e4bcaf833d793a9a1aabf6b71c080000000ca3d3af68258b9aea2e000000000000	2481	1254	5838	6183	1334843752156	128004048	1336093752156	128123912	59742653	5728.9863	48050.8	4.6078	14956	1.4342	11586.975956762	1250000000	119868.0078	1309742653	125596.9922	BTC.com
585751	0000000000000000001c8a9a367682a9e89eeb4fb38029381294c9e9d73621c0	2019-07-17 01:36:35	2019-07-17 00:46:13	1152341	946976	3993269	536870912	20000000	100000000000000000000000000000	0878e74ff45456c873bbc26529b0e2ddcb8a2832711f5b53196ad25f3a949a77	3470988745	387911067	9064159826491.4	0000000000000000000000000000000000000000073c98e82dc6abee7c14ca58	0317f00804a47b2e5d672f4254432e434f4d2ffabe6d6d1d795b99c3ee9890e0809cb3609377fe76d82c9767f27eafe5ded7da4d6b62f9080000000ca3d3af15063af6e22f010000000000	3031	954	5073	7200	1161650882139	111395816	1162900882139	111515688	34443983	3302.9854	29901.4	2.8673	8624.86	0.8271	21976.448377951	1250000000	119868.0078	1284443983	123170.9922	BTC.com
585752	00000000000000000014a6566f50f68aa5de244df9084b44a2b1ed377988aaba	2019-07-17 01:58:53	2019-07-17 00:47:46	1224695	922823	3993164	536870912	20000000	100000000000000000000000000000	0be354c534054c60bfacdc4c8363117d788d4325aff3fbec47581db198e64d91	1702507916	387911067	9064159826491.4	0000000000000000000000000000000000000000073ca126a00bf06f2969bfed	0318f00841d74ba0335b6dd741d74ba032a4279d2f4254432e544f502ffabe6d6d4928ea627165a932d45b1774a0c775e5260b76c345bd2c8e2201087eedf59ed58000000000000000ec00af2e5c0300ff00000000	2514	1411	3966	14044	2232516028257	214085792	2233766028257	214205664	78264151	7505.0942	63925	6.13	19591.6	1.8788	16785.13773587	1250000000	119868.0078	1328264151	127373.1016	BTC.TOP
585753	0000000000000000000038c0e9b726f39259800cd858dbfc0a9007406184dd70	2019-07-17 02:01:11	2019-07-17 00:53:46	1188920	934679	3992957	536870912	20000000	100000000000000000000000000000	1db70b5563cd263f874722a584cc58afc1487c196283e4faeb1efeb7f88b1d01	2167331304	387911067	9064159826491.4	0000000000000000000000000000000000000000073ca965125134efd6beb582	0319f008000442812e5d04a3bd0c3408a84bb25cb1373e00092f426974667572792f	2745	1008	5668	6249	1225991753823	117565752	1227241753823	117685616	26457258	2537.103	22258.5	2.1344	6623.86	0.6352	298299.70790538	1250000000	119868.0078	1276457258	122405.1094	BitFury
585754	00000000000000000003f38c5624bc74978aa254200f365b6c7d8ddb748cefea	2019-07-17 02:24:11	2019-07-17 01:17:22	1275465	905973	3993384	536870912	20000000	100000000000000000000000000000	a98e00d63e3f8a2c31da3fcf3d30021ab630b049ab597b37631794bfeadba4e5	3324813966	387911067	9064159826491.4	0000000000000000000000000000000000000000073cb1a3849679708413ab17	031af00841d74ba1b1f65a4d41d74ba1b12b4bd82f4254432e544f502ffabe6d6df762edc61e22a8656d045d8dceb85dce886ee016ecebb542dae556611753d8298000000000000000be0084460000d07172585552	3132	1599	5256	8899	1702861197204	163294864	1704111197204	163414736	78221770	7501.0303	61346.5	5.8827	19578.5	1.8775	14513.883810893	1250000000	119868.0078	1328221770	127369.0391	BTC.TOP
