id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
10292	00000000f9799073c5f54873048d2c105950d255dd7bf9c55348569be28170e3	2009-04-09 00:21:28	2009-04-08 23:00:19	216	216	864	1	1	000000000000000000000000000001	3347e48863536354f44d54dafbb8e8513c3ff72ead7490c3ea12bd70fb7e2b01	199288600	486604799	1	0000000000000000000000000000000000000000000000000000283528352835	04ffff001d022a09	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10293	0000000094f8f482edd0e2323034eae9f584c176a754a14a14d1fe6532beb0e7	2009-04-09 00:34:39	2009-04-08 23:17:38	216	216	864	1	1	000000000000000000000000000001	1b1763c83459d3dd7b258f30d93595365ac6335e7848d88101a76f426df137ab	3521250310	486604799	1	0000000000000000000000000000000000000000000000000000283628362836	04ffff001d022d09	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10294	000000008b9cd37e1adff23e5885ccbe56736cfcce53a665b438433ffaf35366	2009-04-09 00:59:06	2009-04-08 23:33:10	216	216	864	1	1	000000000000000000000000000001	452d4fc5e89cf204343c06036f986fb0d2e5149402f95b7d8b63d3526e81a1a8	3288165665	486604799	1	0000000000000000000000000000000000000000000000000000283728372837	04ffff001d022e09	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10295	00000000b4adc0e96fbc425b0eeb1328c0ff41bb996de269beda5f24c75b634f	2009-04-09 01:13:23	2009-04-08 23:36:24	216	216	864	1	1	000000000000000000000000000001	fcfade7c050535ab911f15297e6ef66fc381d1d2c2aceda7a73afab0ae74f4de	3004707615	486604799	1	0000000000000000000000000000000000000000000000000000283828382838	04ffff001d023509	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10296	00000000b2388fd50f0bb223e36d65ad4026880fd948397d5d653a4845405cf8	2009-04-09 01:35:32	2009-04-08 23:56:45	216	216	864	1	1	000000000000000000000000000001	30ee9a2424bd5f40550e4739905c57bad76f99c34430d41076187de824f8856a	2402834738	486604799	1	0000000000000000000000000000000000000000000000000000283928392839	04ffff001d023909	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10297	000000009df130c315270c6fe1daab793b08b1d151a3bbfb7aacb17583a96afb	2009-04-09 01:47:07	2009-04-09 00:21:28	216	216	864	1	1	000000000000000000000000000001	5baff8fb6f5d3015f3a6d4bc4217a2e2583793cc08f33cc1a5110429832d91f1	184837384	486604799	1	0000000000000000000000000000000000000000000000000000283a283a283a	04ffff001d029802	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10298	000000009c0486752bc2d21e62ea864a72559d91217d3a8d216200c25f447826	2009-04-09 01:52:22	2009-04-09 00:34:39	216	216	864	1	1	000000000000000000000000000001	b8c91083d63d802aa4afdcaa70c6657baea3abe20c1681d08cc01d296bed3121	1246688048	486604799	1	0000000000000000000000000000000000000000000000000000283b283b283b	04ffff001d024609	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10299	0000000093e7686ae17b5690a7ef88977e5b97e44e19c4ca733cbdd310599e37	2009-04-09 02:07:59	2009-04-09 00:59:06	216	216	864	1	1	000000000000000000000000000001	9277b60f20e82e35b26fe6efb7b4291dd9773837ec90a80b2f0cfc1a71d34907	3019717655	486604799	1	0000000000000000000000000000000000000000000000000000283c283c283c	04ffff001d024d09	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10300	000000001a02dd5ed3e0d6259139cf3ef6a981a1a723f431314039da8e7c6fc4	2009-04-09 02:22:58	2009-04-09 01:13:23	216	216	864	1	1	000000000000000000000000000001	ed5b7d01ab8354b1a24d51ac1e7bd1bed2a2fa759b7a8b2ea0977cb338aeb945	3726407736	486604799	1	0000000000000000000000000000000000000000000000000000283d283d283d	04ffff001d024e09	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
10301	00000000517960a7a42852c9bca0b371a5376895f9d8bbd7d6739535692f751a	2009-04-09 02:32:01	2009-04-09 01:35:32	216	216	864	1	1	000000000000000000000000000001	fab623b78b9d6c837ef88e49362ac3c621d7aa9489e549184850112f59a641f7	1120411400	486604799	1	0000000000000000000000000000000000000000000000000000283e283e283e	04ffff001d025009	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0	5000000000	0.5	5000000000	0.5	Unknown
